,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AL596276.2,0,NA,NA,NA,NA,NA
METAP2P1,0,NA,NA,NA,NA,NA
AC010099.2,0,NA,NA,NA,NA,NA
TAS2R62P,0,NA,NA,NA,NA,NA
AC092017.1,0,NA,NA,NA,NA,NA
GAPDHP22,0,NA,NA,NA,NA,NA
PPP1R2P2,0,NA,NA,NA,NA,NA
LINC02530,0.119120156,-0.692228862,4.070290804,-0.17006865,0.864956148,NA
GNG10P1,0,NA,NA,NA,NA,NA
RBPMS2P1,0,NA,NA,NA,NA,NA
GAPDHP53,0,NA,NA,NA,NA,NA
RAC1P8,0,NA,NA,NA,NA,NA
AC108059.2,0,NA,NA,NA,NA,NA
LINC01673,1.106523101,0.929013738,2.269458518,0.4093548,0.682279305,NA
AL158151.2,1.51600296,-0.136679975,1.874833854,-0.072902447,0.941883747,NA
LINC00463,3.566290827,0.340688178,1.246861305,0.273236627,0.784671326,NA
MTND6P9,0,NA,NA,NA,NA,NA
PRAMEF29P,0,NA,NA,NA,NA,NA
NDUFA5P7,0,NA,NA,NA,NA,NA
GPM6BP3,0,NA,NA,NA,NA,NA
TRBV22OR9-2,0,NA,NA,NA,NA,NA
EEF1GP8,0,NA,NA,NA,NA,NA
AC099799.1,0,NA,NA,NA,NA,NA
RPS26P38,0,NA,NA,NA,NA,NA
LINC02573,0,NA,NA,NA,NA,NA
AC243591.1,0,NA,NA,NA,NA,NA
BMI1P1,0.687835117,-1.429657368,2.916114905,-0.490260986,0.623949231,NA
H3P3,0,NA,NA,NA,NA,NA
AIMP1P1,0,NA,NA,NA,NA,NA
AC005529.1,0,NA,NA,NA,NA,NA
FHP1,0,NA,NA,NA,NA,NA
RBPJP7,0,NA,NA,NA,NA,NA
CDCA4P4,0,NA,NA,NA,NA,NA
NDUFS5P2,0,NA,NA,NA,NA,NA
RPL7L1P1,0,NA,NA,NA,NA,NA
ZFX-AS1,26.11361296,0.142058809,0.507906529,0.279694788,0.779711677,0.945692146
AL451067.1,0.119120156,-0.692228862,4.070290804,-0.17006865,0.864956148,NA
C16orf82,0,NA,NA,NA,NA,NA
LINC01781,1.597007168,0.863076711,1.953893777,0.441721408,0.658690816,NA
AL731533.1,0,NA,NA,NA,NA,NA
AL359263.1,0,NA,NA,NA,NA,NA
ELOCP8,0,NA,NA,NA,NA,NA
DEFA9P,0,NA,NA,NA,NA,NA
AL158835.2,0,NA,NA,NA,NA,NA
RPL23AP83,0,NA,NA,NA,NA,NA
UGT1A13P,0,NA,NA,NA,NA,NA
COX6CP13,0,NA,NA,NA,NA,NA
NAP1L4P3,0,NA,NA,NA,NA,NA
AKAP8P1,0,NA,NA,NA,NA,NA
AL035446.1,0,NA,NA,NA,NA,NA
RPEP2,0.193827817,-0.686987405,4.069415954,-0.1688172,0.865940429,NA
ELOBP4,0,NA,NA,NA,NA,NA
LINC01868,0.125416704,1.079133603,4.06730708,0.26531894,0.790763775,NA
DEFA11P,0,NA,NA,NA,NA,NA
AC236972.2,0,NA,NA,NA,NA,NA
AC000111.1,0,NA,NA,NA,NA,NA
IGKV3OR2-268,0,NA,NA,NA,NA,NA
AP000547.1,0,NA,NA,NA,NA,NA
AC106706.1,0,NA,NA,NA,NA,NA
H3P32,0,NA,NA,NA,NA,NA
SNRPEP4,0,NA,NA,NA,NA,NA
AL162727.1,0,NA,NA,NA,NA,NA
LCEP1,0,NA,NA,NA,NA,NA
AL356311.1,0,NA,NA,NA,NA,NA
AC003985.1,0.193827817,-0.686987405,4.069415954,-0.1688172,0.865940429,NA
MOB1AP2,0,NA,NA,NA,NA,NA
CCNQP1,0,NA,NA,NA,NA,NA
AL590623.1,0,NA,NA,NA,NA,NA
AC005083.1,0.193827817,-0.686987405,4.069415954,-0.1688172,0.865940429,NA
HMGB1P31,0,NA,NA,NA,NA,NA
AC103563.7,8.63125522,0.758579466,0.826347135,0.917991283,0.35862343,NA
FABP3P2,0,NA,NA,NA,NA,NA
AC005304.1,0,NA,NA,NA,NA,NA
EIF4HP1,0,NA,NA,NA,NA,NA
AC097262.1,0,NA,NA,NA,NA,NA
AL365496.1,0.160009419,-0.671318994,4.06669304,-0.165077371,0.868883084,NA
TSPY4,0,NA,NA,NA,NA,NA
AC009238.2,0,NA,NA,NA,NA,NA
RPL27P7,0,NA,NA,NA,NA,NA
LINC00656,0,NA,NA,NA,NA,NA
RRAS2P2,0,NA,NA,NA,NA,NA
MTCO1P20,0,NA,NA,NA,NA,NA
AMMECR1LP1,0,NA,NA,NA,NA,NA
PSMA6P3,0,NA,NA,NA,NA,NA
AL590440.1,0.777458799,0.20941223,2.764173157,0.075759447,0.93961048,NA
CICP5,0,NA,NA,NA,NA,NA
AC104339.1,0,NA,NA,NA,NA,NA
ZNF90P3,0,NA,NA,NA,NA,NA
CDC27P1,0,NA,NA,NA,NA,NA
AC010374.1,0,NA,NA,NA,NA,NA
LINC01136,6.371915296,-0.046074316,0.975632789,-0.047225059,0.962333856,NA
AC139887.1,0,NA,NA,NA,NA,NA
LINC02599,0,NA,NA,NA,NA,NA
MTCYBP10,0,NA,NA,NA,NA,NA
MGAT2P1,0,NA,NA,NA,NA,NA
TOR1BP1,0,NA,NA,NA,NA,NA
RPL21P38,0,NA,NA,NA,NA,NA
RPL27AP4,0,NA,NA,NA,NA,NA
RPL12P45,0,NA,NA,NA,NA,NA
CRIP1P1,0,NA,NA,NA,NA,NA
AC233728.1,0,NA,NA,NA,NA,NA
AC114973.1,0,NA,NA,NA,NA,NA
AL135924.1,0,NA,NA,NA,NA,NA
FTLP15,0,NA,NA,NA,NA,NA
AC079763.1,0.125416704,1.079133603,4.06730708,0.26531894,0.790763775,NA
AC092159.2,0,NA,NA,NA,NA,NA
LINC01360,0,NA,NA,NA,NA,NA
AC099681.3,0,NA,NA,NA,NA,NA
AL365220.1,0,NA,NA,NA,NA,NA
RPSAP14,0,NA,NA,NA,NA,NA
AHCYP3,0,NA,NA,NA,NA,NA
RPSAP13,0,NA,NA,NA,NA,NA
RPS15AP40,0,NA,NA,NA,NA,NA
AC009743.1,0,NA,NA,NA,NA,NA
RPL7P44,0,NA,NA,NA,NA,NA
AL118496.1,0,NA,NA,NA,NA,NA
AL161722.2,0,NA,NA,NA,NA,NA
LINC01680,0.480028258,-1.313103096,4.039754393,-0.32504528,0.745146803,NA
AL354685.1,0,NA,NA,NA,NA,NA
AC007179.2,0,NA,NA,NA,NA,NA
PAIP1P1,0,NA,NA,NA,NA,NA
AC105271.1,0,NA,NA,NA,NA,NA
AL645933.1,0,NA,NA,NA,NA,NA
LONRF2P2,0,NA,NA,NA,NA,NA
AL445623.1,0,NA,NA,NA,NA,NA
AL359711.1,0,NA,NA,NA,NA,NA
GTF2F2P2,0,NA,NA,NA,NA,NA
UBE2Q2P10,0,NA,NA,NA,NA,NA
AC128676.1,0,NA,NA,NA,NA,NA
AC145543.1,0,NA,NA,NA,NA,NA
MTCYBP1,0,NA,NA,NA,NA,NA
AL713851.1,24.20748563,-0.229859221,0.581466791,-0.395309285,0.692614648,0.916755543
IGKV1OR2-1,0,NA,NA,NA,NA,NA
RPL27AP3,0,NA,NA,NA,NA,NA
AC006450.3,5.801679728,-5.857893781,1.541369248,-3.800448069,0.000144435,NA
KRT18P5,0,NA,NA,NA,NA,NA
AL117378.1,0.654179382,0.716198114,3.170508205,0.22589379,0.821284028,NA
RPL23AP24,0,NA,NA,NA,NA,NA
DSTNP5,0,NA,NA,NA,NA,NA
AC114808.2,0,NA,NA,NA,NA,NA
HMGA1P1,0,NA,NA,NA,NA,NA
AC007274.2,0,NA,NA,NA,NA,NA
NDUFA4P2,0,NA,NA,NA,NA,NA
HNRNPA1P47,0,NA,NA,NA,NA,NA
EIF1AXP1,0,NA,NA,NA,NA,NA
AL512594.1,0,NA,NA,NA,NA,NA
MYB-AS1,0,NA,NA,NA,NA,NA
BZW1P1,0,NA,NA,NA,NA,NA
AC011998.2,0,NA,NA,NA,NA,NA
FRGCA,0.374887144,0.212401231,4.077245162,0.0520943,0.958453555,NA
AL133215.1,0,NA,NA,NA,NA,NA
SOCS5P1,0,NA,NA,NA,NA,NA
KRTAP19-11P,0,NA,NA,NA,NA,NA
AC010086.2,0,NA,NA,NA,NA,NA
BAK1P2,0,NA,NA,NA,NA,NA
XKRYP3,0,NA,NA,NA,NA,NA
MTND5P17,0,NA,NA,NA,NA,NA
AC016903.1,0,NA,NA,NA,NA,NA
AL627308.2,0,NA,NA,NA,NA,NA
IFNA4,0,NA,NA,NA,NA,NA
AC006455.7,0,NA,NA,NA,NA,NA
Z99916.1,0,NA,NA,NA,NA,NA
LAMTOR5P1,0,NA,NA,NA,NA,NA
AC009947.2,0,NA,NA,NA,NA,NA
SLC6A14P3,0,NA,NA,NA,NA,NA
AL161733.1,0.160009419,-0.671318994,4.06669304,-0.165077371,0.868883084,NA
CNOT4P1,0,NA,NA,NA,NA,NA
EIF4A1P6,0,NA,NA,NA,NA,NA
AL356292.1,0,NA,NA,NA,NA,NA
OVAAL,2.128518761,0.487873696,1.598616136,0.305185019,0.760225242,NA
OR2AI1P,0,NA,NA,NA,NA,NA
SPA17P1,0,NA,NA,NA,NA,NA
RPL24P8,0,NA,NA,NA,NA,NA
SDAD1P4,0,NA,NA,NA,NA,NA
RPS3AP12,0,NA,NA,NA,NA,NA
GAPDHP2,0,NA,NA,NA,NA,NA
TSPY15P,0,NA,NA,NA,NA,NA
ARL5AP2,0,NA,NA,NA,NA,NA
BCYRN1,0,NA,NA,NA,NA,NA
YME1L1P1,0,NA,NA,NA,NA,NA
CBY1P1,0,NA,NA,NA,NA,NA
LINC00421,0,NA,NA,NA,NA,NA
AC069280.1,0,NA,NA,NA,NA,NA
AL359979.2,0,NA,NA,NA,NA,NA
AL035691.1,0,NA,NA,NA,NA,NA
SDR42E1P5,0,NA,NA,NA,NA,NA
RPS15AP27,0,NA,NA,NA,NA,NA
AL512306.1,0.193827817,-0.686987405,4.069415954,-0.1688172,0.865940429,NA
AL135929.2,0,NA,NA,NA,NA,NA
UQCRC2P1,0,NA,NA,NA,NA,NA
CLIC4P1,0,NA,NA,NA,NA,NA
AL033384.1,0,NA,NA,NA,NA,NA
Z98751.2,0,NA,NA,NA,NA,NA
YRDCP2,0.214877724,1.084044068,4.068169628,0.266469731,0.789877468,NA
AC009237.9,0,NA,NA,NA,NA,NA
RPL19P16,0,NA,NA,NA,NA,NA
TRMT112P4,0,NA,NA,NA,NA,NA
COX7A2P2,0,NA,NA,NA,NA,NA
AC124916.1,0,NA,NA,NA,NA,NA
LINC02659,0,NA,NA,NA,NA,NA
AC079325.1,0,NA,NA,NA,NA,NA
AC092809.3,0.312947973,-1.481493515,4.040477335,-0.366662993,0.713870414,NA
AL157831.1,0,NA,NA,NA,NA,NA
AL354751.2,0.89044507,-1.111072467,2.644016382,-0.420221476,0.674323667,NA
AC023115.1,0,NA,NA,NA,NA,NA
LYPLA2P3,0,NA,NA,NA,NA,NA
RANP1,0,NA,NA,NA,NA,NA
LINC02850,0,NA,NA,NA,NA,NA
FAM157A,0.613127456,-1.303113425,3.280530733,-0.397226404,0.691200513,NA
COPRSP1,0,NA,NA,NA,NA,NA
ANKRD54P1,0,NA,NA,NA,NA,NA
LINC00608,0.834464391,2.196056078,2.705995126,0.811552119,0.417048675,NA
CT47B1,0,NA,NA,NA,NA,NA
TSPY12P,0,NA,NA,NA,NA,NA
ATG10-IT1,0,NA,NA,NA,NA,NA
AC123023.1,0,NA,NA,NA,NA,NA
AC003092.1,0.250833409,1.482010394,4.04764927,0.36614101,0.714259857,NA
AL035458.1,0,NA,NA,NA,NA,NA
AC090617.1,0,NA,NA,NA,NA,NA
HNRNPA1P22,0,NA,NA,NA,NA,NA
SNX2P2,0,NA,NA,NA,NA,NA
AL590399.6,0,NA,NA,NA,NA,NA
RPL37P21,0,NA,NA,NA,NA,NA
AC009237.8,0,NA,NA,NA,NA,NA
GPM6BP2,0,NA,NA,NA,NA,NA
AL807752.4,3.130191453,-0.094279902,1.484682858,-0.063501711,0.949366997,NA
AC093106.2,0,NA,NA,NA,NA,NA
SLC35G4,0,NA,NA,NA,NA,NA
DDX11L2,5.210148702,0.686691273,1.075103426,0.638721128,0.523004366,NA
KRTAP21-4P,0,NA,NA,NA,NA,NA
SLC4A1APP2,0,NA,NA,NA,NA,NA
AL353611.1,2.063066603,0.959073915,1.688193846,0.56810651,0.569962647,NA
UBQLN1P1,0,NA,NA,NA,NA,NA
NRADDP,0.73043565,-0.749820337,3.076986225,-0.243686608,0.807473546,NA
NDUFAF4P3,0,NA,NA,NA,NA,NA
AC092941.2,0,NA,NA,NA,NA,NA
AL662874.1,0,NA,NA,NA,NA,NA
CHCHD3P1,0,NA,NA,NA,NA,NA
TSPY10,0,NA,NA,NA,NA,NA
AC069213.2,0,NA,NA,NA,NA,NA
AC099335.1,0,NA,NA,NA,NA,NA
KRT43P,0,NA,NA,NA,NA,NA
GCNT1P1,0,NA,NA,NA,NA,NA
AL593856.1,0,NA,NA,NA,NA,NA
AC115115.1,0,NA,NA,NA,NA,NA
IFITM3P1,0,NA,NA,NA,NA,NA
HNRNPA3P5,0,NA,NA,NA,NA,NA
TCF3P1,0,NA,NA,NA,NA,NA
HNRNPA1P73,0,NA,NA,NA,NA,NA
AC245102.3,0,NA,NA,NA,NA,NA
AC006369.2,0.193827817,-0.686987405,4.069415954,-0.1688172,0.865940429,NA
AC092634.5,0,NA,NA,NA,NA,NA
SNRPGP14,0,NA,NA,NA,NA,NA
AC073626.2,0,NA,NA,NA,NA,NA
MTATP6P4,0,NA,NA,NA,NA,NA
S100A11P2,0,NA,NA,NA,NA,NA
RPS27AP14,0,NA,NA,NA,NA,NA
IGHD7-27,0,NA,NA,NA,NA,NA
ELOCP26,0,NA,NA,NA,NA,NA
ASNSP3,0,NA,NA,NA,NA,NA
AC018892.2,0,NA,NA,NA,NA,NA
AL109809.3,0,NA,NA,NA,NA,NA
VN2R9P,0,NA,NA,NA,NA,NA
RRM2P2,0.208743839,1.100467557,4.070923286,0.270323826,0.786911137,NA
AC079168.1,0,NA,NA,NA,NA,NA
AC133473.1,0,NA,NA,NA,NA,NA
GPS2P1,0,NA,NA,NA,NA,NA
CD24P1,0,NA,NA,NA,NA,NA
AC009784.1,0,NA,NA,NA,NA,NA
BX470209.2,0,NA,NA,NA,NA,NA
RPL21P133,0.119120156,-0.692228862,4.070290804,-0.17006865,0.864956148,NA
KLF2P4,0,NA,NA,NA,NA,NA
NPAP1P4,0,NA,NA,NA,NA,NA
AC007278.2,0,NA,NA,NA,NA,NA
H3P36,0,NA,NA,NA,NA,NA
RC3H1-IT1,0,NA,NA,NA,NA,NA
AC003986.3,0,NA,NA,NA,NA,NA
ZNF863P,0,NA,NA,NA,NA,NA
MYCL-AS1,0,NA,NA,NA,NA,NA
RPL23AP95,0.193827817,-0.686987405,4.069415954,-0.1688172,0.865940429,NA
OR2R1P,0,NA,NA,NA,NA,NA
RPL39P29,0,NA,NA,NA,NA,NA
AC005297.3,0,NA,NA,NA,NA,NA
AC099796.1,0,NA,NA,NA,NA,NA
NME1P1,0,NA,NA,NA,NA,NA
CYP46A4P,0,NA,NA,NA,NA,NA
BX276092.6,0,NA,NA,NA,NA,NA
KRTAP9-10P,0,NA,NA,NA,NA,NA
RPS20P9,0,NA,NA,NA,NA,NA
VN1R66P,0,NA,NA,NA,NA,NA
AL451054.2,0,NA,NA,NA,NA,NA
SNAI1P1,0,NA,NA,NA,NA,NA
DLGAP5P1,0,NA,NA,NA,NA,NA
IGHD1-7,0,NA,NA,NA,NA,NA
AJ239321.1,0,NA,NA,NA,NA,NA
RPL7P34,0,NA,NA,NA,NA,NA
AC092418.1,0,NA,NA,NA,NA,NA
HIGD1AP2,0,NA,NA,NA,NA,NA
HSPE1P16,0.353837236,-1.468741107,4.037340726,-0.363789238,0.716015399,NA
HUNK-AS1,0.208743839,1.100467557,4.070923286,0.270323826,0.786911137,NA
AL161727.1,0,NA,NA,NA,NA,NA
RPL38P2,2.87018705,-2.761600238,1.648438505,-1.675282535,0.09387881,NA
COX5BP6,0,NA,NA,NA,NA,NA
AL162725.1,0,NA,NA,NA,NA,NA
AC127391.1,0,NA,NA,NA,NA,NA
AC068134.2,0,NA,NA,NA,NA,NA
GYG1P2,0,NA,NA,NA,NA,NA
RPL21P111,0,NA,NA,NA,NA,NA
TAAR9,0,NA,NA,NA,NA,NA
IGHJ3P,0,NA,NA,NA,NA,NA
LINC01056,0,NA,NA,NA,NA,NA
PIEZO1P2,1.470017455,0.009760718,2.111269374,0.004623152,0.996311272,NA
AC245028.2,0,NA,NA,NA,NA,NA
MTCYBP34,0,NA,NA,NA,NA,NA
DDX10P1,0,NA,NA,NA,NA,NA
IMPDH1P4,0,NA,NA,NA,NA,NA
AL445072.1,0,NA,NA,NA,NA,NA
AC073324.1,0,NA,NA,NA,NA,NA
RPL23AP22,0,NA,NA,NA,NA,NA
RSL24D1P8,0,NA,NA,NA,NA,NA
AL450023.3,0,NA,NA,NA,NA,NA
LINC00851,0,NA,NA,NA,NA,NA
AL691515.1,0.119120156,-0.692228862,4.070290804,-0.17006865,0.864956148,NA
HNRNPA1P2,0,NA,NA,NA,NA,NA
CARD11-AS1,0,NA,NA,NA,NA,NA
AC007099.2,0,NA,NA,NA,NA,NA
EIF4BP9,0,NA,NA,NA,NA,NA
AL713922.1,0,NA,NA,NA,NA,NA
MTCO1P19,0,NA,NA,NA,NA,NA
OFD1P11Y,0,NA,NA,NA,NA,NA
HSPE1P22,0,NA,NA,NA,NA,NA
AC009237.10,0,NA,NA,NA,NA,NA
MTND2P6,0,NA,NA,NA,NA,NA
RPL12P39,0,NA,NA,NA,NA,NA
OR51R1P,0,NA,NA,NA,NA,NA
RPL5P2,0,NA,NA,NA,NA,NA
RBMY2TP,0,NA,NA,NA,NA,NA
LINC01519,0,NA,NA,NA,NA,NA
DEFB131D,7.201957126,-0.185641389,0.927264255,-0.200203327,0.841321565,NA
OR13K1P,0,NA,NA,NA,NA,NA
RPS3AP39,0,NA,NA,NA,NA,NA
AL162739.1,0,NA,NA,NA,NA,NA
KRTAP2-5P,0,NA,NA,NA,NA,NA
TRDD2,0,NA,NA,NA,NA,NA
BTF3P15,0,NA,NA,NA,NA,NA
MBD3L5,0,NA,NA,NA,NA,NA
LINC00987,337.7078859,0.156276732,0.147273168,1.061135128,0.288628496,0.663721543
Z99127.2,0,NA,NA,NA,NA,NA
PGAM3P,0,NA,NA,NA,NA,NA
AL049646.2,0,NA,NA,NA,NA,NA
AC068492.1,0.238240312,-1.101942563,4.049165567,-0.272140654,0.785513872,NA
BX276092.7,0.58148345,-1.254683836,3.952515843,-0.317439293,0.750910296,NA
LINC01810,0,NA,NA,NA,NA,NA
AC092447.7,309.554852,-0.444710017,0.181478502,-2.450483184,0.014266463,0.09124298
AL121970.1,0,NA,NA,NA,NA,NA
NANOGP4,0,NA,NA,NA,NA,NA
AC100823.1,0,NA,NA,NA,NA,NA
AC109635.1,0,NA,NA,NA,NA,NA
AL157937.1,15.49592646,-2.31554417,0.730148526,-3.171333073,0.00151741,0.014538461
LINC01378,26.91752602,-2.591814532,0.551898862,-4.696176615,2.65E-06,5.06E-05
AC008267.4,0,NA,NA,NA,NA,NA
AC112498.1,0,NA,NA,NA,NA,NA
AC099782.1,0,NA,NA,NA,NA,NA
RPS13P3,0,NA,NA,NA,NA,NA
AC003092.2,0,NA,NA,NA,NA,NA
AC106872.1,0,NA,NA,NA,NA,NA
CCDC58P2,0,NA,NA,NA,NA,NA
HNRNPA1P70,0,NA,NA,NA,NA,NA
LINC01774,0,NA,NA,NA,NA,NA
AC007359.1,0,NA,NA,NA,NA,NA
NF1P8,0,NA,NA,NA,NA,NA
AL589765.3,0,NA,NA,NA,NA,NA
OR2P1P,0,NA,NA,NA,NA,NA
AC023141.9,0,NA,NA,NA,NA,NA
AC113331.1,0,NA,NA,NA,NA,NA
RPS20P24,0,NA,NA,NA,NA,NA
AL121882.1,0,NA,NA,NA,NA,NA
LINC00106,1.476314003,0.355838546,2.096419994,0.169736287,0.865217535,NA
AL137078.1,0,NA,NA,NA,NA,NA
DDX11L5,0,NA,NA,NA,NA,NA
TMSB4XP1,0,NA,NA,NA,NA,NA
SETD6P1,0,NA,NA,NA,NA,NA
MTATP6P26,0,NA,NA,NA,NA,NA
Z85995.1,0,NA,NA,NA,NA,NA
AP001615.1,0,NA,NA,NA,NA,NA
AL357055.2,0,NA,NA,NA,NA,NA
RPS20P5,0,NA,NA,NA,NA,NA
AC016027.5,0,NA,NA,NA,NA,NA
AL357833.1,1.320801928,-2.604430649,2.277427994,-1.143584191,0.252796121,NA
ASS1P7,0,NA,NA,NA,NA,NA
AC051618.1,0,NA,NA,NA,NA,NA
AL354695.1,0,NA,NA,NA,NA,NA
OR52N3P,0,NA,NA,NA,NA,NA
AL773545.2,0,NA,NA,NA,NA,NA
AL031186.1,40.80830238,-0.657953765,0.392481154,-1.676395817,0.093660688,0.349794331
AC013410.1,0,NA,NA,NA,NA,NA
AC245052.4,1.339092649,-0.929137941,2.401329347,-0.386926492,0.698810628,NA
IGHD1-20,0,NA,NA,NA,NA,NA
AC104073.2,0,NA,NA,NA,NA,NA
RPSAP7,0,NA,NA,NA,NA,NA
CASP3P1,0,NA,NA,NA,NA,NA
AC020719.1,0.119120156,-0.692228862,4.070290804,-0.17006865,0.864956148,NA
RPS28P4,0,NA,NA,NA,NA,NA
DPH3P2,0,NA,NA,NA,NA,NA
DPH3P2,0,NA,NA,NA,NA,NA
MICG,0,NA,NA,NA,NA,NA
TTTY12,0,NA,NA,NA,NA,NA
FUCA1P1,0,NA,NA,NA,NA,NA
MTCO1P48,0,NA,NA,NA,NA,NA
AC004074.1,0,NA,NA,NA,NA,NA
EIF3IP1,0,NA,NA,NA,NA,NA
LAPTM4BP1,0,NA,NA,NA,NA,NA
AL590730.1,0,NA,NA,NA,NA,NA
GGT8P,3.110564676,-3.500105132,1.759225108,-1.989572066,0.046638096,NA
GAPDHP51,0,NA,NA,NA,NA,NA
AC091685.2,0,NA,NA,NA,NA,NA
AC073873.1,0,NA,NA,NA,NA,NA
C3orf84,3.957233226,-0.674229017,1.30106833,-0.518211843,0.604310473,NA
OR10G9,0,NA,NA,NA,NA,NA
BLOC1S2P1,0,NA,NA,NA,NA,NA
AL121892.1,0,NA,NA,NA,NA,NA
NDUFA5P8,0,NA,NA,NA,NA,NA
AL359641.1,0.119120156,-0.692228862,4.070290804,-0.17006865,0.864956148,NA
GAPDHP21,0,NA,NA,NA,NA,NA
YBX1P9,0,NA,NA,NA,NA,NA
MLIP-IT1,0,NA,NA,NA,NA,NA
ATP2B2-IT1,0,NA,NA,NA,NA,NA
PTMAP6,0.472957392,-2.241509489,3.603546022,-0.622028822,0.533922916,NA
HIGD1AP15,0,NA,NA,NA,NA,NA
AC009518.2,0,NA,NA,NA,NA,NA
KRTAP10-13P,0,NA,NA,NA,NA,NA
VENTXP7,2.864028764,-3.236144334,1.753712613,-1.84531052,0.064992381,NA
AC016027.4,0,NA,NA,NA,NA,NA
RPL36AP33,0,NA,NA,NA,NA,NA
AC020743.3,0,NA,NA,NA,NA,NA
LINC00494,0.193827817,-0.686987405,4.069415954,-0.1688172,0.865940429,NA
OR7E110P,0.408705541,0.200610758,4.020024049,0.049902875,0.960199786,NA
KRT18P66,0,NA,NA,NA,NA,NA
AC013448.2,0,NA,NA,NA,NA,NA
SNRPFP4,0,NA,NA,NA,NA,NA
RNF148,0.125416704,1.079133603,4.06730708,0.26531894,0.790763775,NA
AC069023.1,0.119120156,-0.692228862,4.070290804,-0.17006865,0.864956148,NA
ELOAP1,0,NA,NA,NA,NA,NA
LINC00484,0,NA,NA,NA,NA,NA
PTP4A1P5,0,NA,NA,NA,NA,NA
MTND1P2,0,NA,NA,NA,NA,NA
TNR-IT1,0,NA,NA,NA,NA,NA
NKX1-1,0,NA,NA,NA,NA,NA
AK4P6,0,NA,NA,NA,NA,NA
BARX1-DT,0,NA,NA,NA,NA,NA
FECHP1,0,NA,NA,NA,NA,NA
MTND1P33,0,NA,NA,NA,NA,NA
AC087499.4,0,NA,NA,NA,NA,NA
HEBP2P1,0,NA,NA,NA,NA,NA
EIF1P2,1.365377086,-1.621861369,2.093356056,-0.774766129,0.438477867,NA
ANKRD26P2,0.566104307,-0.10554179,3.668211181,-0.028772005,0.977046428,NA
SUMO1P4,0,NA,NA,NA,NA,NA
AP000477.2,0,NA,NA,NA,NA,NA
LINC00533,0,NA,NA,NA,NA,NA
SNX18P14,0,NA,NA,NA,NA,NA
AL353615.1,0,NA,NA,NA,NA,NA
AC073150.1,0,NA,NA,NA,NA,NA
AC004674.1,0,NA,NA,NA,NA,NA
AL139824.2,0,NA,NA,NA,NA,NA
RRM2P4,0,NA,NA,NA,NA,NA
G3BP1P1,0,NA,NA,NA,NA,NA
AC007253.1,0,NA,NA,NA,NA,NA
AL391987.4,0,NA,NA,NA,NA,NA
MIR670HG,0,NA,NA,NA,NA,NA
ARHGAP42P3,0,NA,NA,NA,NA,NA
MSH2-OT1,0,NA,NA,NA,NA,NA
MTCO3P46,0,NA,NA,NA,NA,NA
AC023347.1,0.602533358,-0.162288172,3.541679239,-0.04582238,0.963451821,NA
AC063976.4,0,NA,NA,NA,NA,NA
AL031429.1,0,NA,NA,NA,NA,NA
MTND3P21,0,NA,NA,NA,NA,NA
AL160275.2,0,NA,NA,NA,NA,NA
MTCO2P23,0,NA,NA,NA,NA,NA
AL357078.1,0,NA,NA,NA,NA,NA
SOCS5P3,0,NA,NA,NA,NA,NA
MYL6P2,0,NA,NA,NA,NA,NA
AL731534.1,0,NA,NA,NA,NA,NA
AL691482.2,0,NA,NA,NA,NA,NA
AL158214.1,0,NA,NA,NA,NA,NA
AC098657.1,0,NA,NA,NA,NA,NA
FTLP1,0,NA,NA,NA,NA,NA
SEPTIN14P12,0,NA,NA,NA,NA,NA
LINC02784,0,NA,NA,NA,NA,NA
RPL21P40,0,NA,NA,NA,NA,NA
AC090286.3,0,NA,NA,NA,NA,NA
OR5AN2P,0,NA,NA,NA,NA,NA
AL161651.1,0,NA,NA,NA,NA,NA
AC018442.1,0,NA,NA,NA,NA,NA
AC092473.1,0,NA,NA,NA,NA,NA
LINC00993,0,NA,NA,NA,NA,NA
AL133481.2,0,NA,NA,NA,NA,NA
AL158073.1,0,NA,NA,NA,NA,NA
AC004522.2,0,NA,NA,NA,NA,NA
KRT18P46,0,NA,NA,NA,NA,NA
AC013268.3,0,NA,NA,NA,NA,NA
AL500522.2,0,NA,NA,NA,NA,NA
OR2AF1P,0,NA,NA,NA,NA,NA
AC092647.4,0,NA,NA,NA,NA,NA
AC012308.1,0,NA,NA,NA,NA,NA
VN1R17P,0,NA,NA,NA,NA,NA
MTCO1P23,0,NA,NA,NA,NA,NA
USP9YP27,0,NA,NA,NA,NA,NA
RPL23AP69,0,NA,NA,NA,NA,NA
MTND4LP13,0,NA,NA,NA,NA,NA
AC007556.1,0,NA,NA,NA,NA,NA
COTL1P2,0,NA,NA,NA,NA,NA
SRSF3P5,0,NA,NA,NA,NA,NA
AL031183.1,0,NA,NA,NA,NA,NA
KRTAP19-10P,0,NA,NA,NA,NA,NA
RPL12P25,0,NA,NA,NA,NA,NA
AC093083.1,0,NA,NA,NA,NA,NA
DUSP5P2,0.591127837,2.469283921,3.578324997,0.690066979,0.490152068,NA
RPS29P16,0,NA,NA,NA,NA,NA
AL592466.1,0.732410275,-0.156953069,2.791991929,-0.056215445,0.955170177,NA
SNRPGP10,18.05326868,-2.922257139,0.694722767,-4.206364436,2.60E-05,0.000399846
SAPCD2P2,0,NA,NA,NA,NA,NA
PVRIG2P,0,NA,NA,NA,NA,NA
